onet_soc_code,canonical_title,normalized_canonical_title,matched_target_families,alternate_title_count,knowledge_count,technology_example_count,sample_alternate_titles,sample_top_knowledge,sample_top_technology_examples
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",criminal justice and law enforcement teachers postsecondary,,26,4,15,Adjunct Criminal Justice Instructor | Adjunct Criminal Justice Professor | Adjunct Instructor | Adjunct Professor | Assistant Professor | Associate Professor | College Faculty Member | College Professor,computers and electronics | mathematics | telecommunications | engineering and technology,google docs | microsoft access | microsoft excel | learning management system lms | blackboard learn | blackboard software | calendar and scheduling software | collaborative editing software
25-1112.00,"Law Teachers, Postsecondary",law teachers postsecondary,,29,4,15,Adjunct Instructor | Adjunct Law Professor | Adjunct Professor | Assistant Professor | Associate Professor | Business Law Instructor | Business Law Professor | Clinical Law Professor,computers and electronics | mathematics | telecommunications | engineering and technology,google docs | microsoft excel | learning management system lms | abacusnext hotdocs | acd systems canvas | blackboard learn | calendar and scheduling software | center for computer-assisted legal instruction cali author
25-1113.00,"Social Work Teachers, Postsecondary",social work teachers postsecondary,,22,4,15,Adjunct Professor | Assistant Professor | Associate Professor | Clinical Professor | College Faculty Member | College Professor | Faculty Member | Family Welfare Social Work Professor,computers and electronics | mathematics | telecommunications | engineering and technology,adobe acrobat | google docs | microsoft excel | learning management system lms | blackboard learn | calendar and scheduling software | collaborative editing software | course management system software
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",art drama and music teachers postsecondary,,74,4,15,Adjunct Art Instructor | Adjunct College Instructor | Adjunct Graphic Design Instructor | Adjunct Instructor | Adjunct Lecturer | Adjunct Music Instructor | Adjunct Music Professor | Adjunct Professor,computers and electronics | telecommunications | mathematics | engineering and technology,adobe acrobat | adobe after effects | adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | cascading style sheets css | google docs
25-1122.00,"Communications Teachers, Postsecondary",communications teachers postsecondary,,40,4,15,Adjunct Communications Faculty Member | Adjunct Communications Instructor | Adjunct Instructor | Adjunct Lecturer | Adjunct Professor | Assistant Professor | Associate Professor | College Faculty Member,computers and electronics | telecommunications | mathematics | engineering and technology,microsoft windows | adobe acrobat | adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | google docs | microsoft excel
25-1123.00,"English Language and Literature Teachers, Postsecondary",english language and literature teachers postsecondary,,48,4,15,Adjunct English Instructor | Adjunct Instructor | Adjunct Lecturer | Adjunct Professor | Adjunct Writing Instructor | Assistant Professor | Associate Professor | Children's Literature Professor,computers and electronics | mathematics | telecommunications | engineering and technology,adobe illustrator | adobe photoshop | apple safari | google docs | microsoft excel | learning management system lms | adobe acrobat reader | apple quicktime
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",foreign language and literature teachers postsecondary,,51,4,15,Adjunct Instructor | Adjunct Spanish Instructor | Arabic Instructor | Arabic Language Instructor | Arabic Professor | Arabic Teacher | Assistant Professor | Associate Professor,computers and electronics | mathematics | telecommunications | engineering and technology,adobe illustrator | adobe photoshop | google docs | microsoft excel | zoom | learning management system lms | adobe pagemaker | american sign language asl browser
25-1125.00,"History Teachers, Postsecondary",history teachers postsecondary,,29,4,15,Adjunct Art History Professor | Adjunct History Instructor | Adjunct Instructor | African History Professor | American History Professor | Art History Adjunct Professor | Art History Instructor | Assistant Professor,computers and electronics | mathematics | telecommunications | engineering and technology,google docs | javascript | microsoft excel | learning management system lms | blackboard learn | calendar and scheduling software | collaborative editing software | course management system software
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",philosophy and religion teachers postsecondary,,42,4,15,Adjunct Faculty Member | Adjunct Instructor | Adjunct Philosophy Professor | Adjunct Professor | Assistant Professor | Associate Professor | Biblical Studies Professor | Church History Teacher,computers and electronics | mathematics | telecommunications | engineering and technology,google docs | microsoft excel | learning management system lms | blackboard learn | calendar and scheduling software | collaborative editing software | course management system software | desire2learn lms software
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",family and consumer sciences teachers postsecondary,,32,4,15,Adjunct Instructor | Adjunct Professor | Assistant Professor | Associate Professor | Chef Instructor | Child Development Instructor | Clothing and Textiles Teacher | College Faculty Member,mathematics | computers and electronics | telecommunications | engineering and technology,google docs | microsoft excel | zoom | blackboard learn | calendar and scheduling software | collaborative editing software | course management system software | database management systems
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",recreation and fitness studies teachers postsecondary,,39,4,15,Adjunct Instructor | Adjunct Professor | Aquatic Instructor | Assistant Professor | Associate Professor | Athletic Instructor | College Faculty Member | College Professor,computers and electronics | mathematics | engineering and technology | telecommunications,facebook | google docs | microsoft excel | microsoft project | learning management system lms | blackboard learn | calendar and scheduling software | collaborative editing software
25-1194.00,"Career/Technical Education Teachers, Postsecondary",career / technical education teachers postsecondary,,136,4,15,Accounting Teacher | Adjunct Instructor | Adult Education Instructor | Adult Education Teacher | After School Instructor | Apparel Machinery Instructor | Apparel Manufacture Instructor | Architectural Drafting Instructor,mathematics | engineering and technology | computers and electronics | telecommunications,google docs | microsoft excel | blackboard learn | blackboard software | calendar and scheduling software | career management systems cms | collaborative editing software | common curriculum
25-1199.00,"Postsecondary Teachers, All Other",postsecondary teachers all other,,36,0,0,Adjunct Instructor | Assistant Professor | Associate Professor | Braille Teacher | City Planning Teacher | College Instructor | College Teacher | Computer Technology Instructor,,
25-2011.00,"Preschool Teachers, Except Special Education",preschool teachers except special education,,25,4,15,After School Teacher | Child Care Assistant Teacher | Child Development Teacher | Childcare Teacher | Childhood Development Teacher | Day Care Teacher | Daycare Teacher | Early Childhood Educator,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | appletree | bloomz | children s educational software | classdojo | common curriculum | easycbm | edmodo
