normalized_term,skip_reason,count,raw_examples,recoverable
https //www dice com/jobs/detail/data-scientist-c h -robinson-worldwide-eden-prairie-mn-55343/10115901/10099 icid sr19-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-C.H.-Robinson-Worldwide-Eden-Prairie-MN-55343/10115901/10099?icid=sr19-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-capacity-infrastructure-engineer-jp-morgan-chase-columbus-oh-43240/10125746/180061173 icid sr308-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Capacity-Infrastructure-Engineer-JP-Morgan-Chase-Columbus-OH-43240/10125746/180061173?icid=sr308-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-career-advancements 2c-inc -san-jose-ca-95101/cadv/607624 icid sr79-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Career-Advancements%2C-Inc.-San-Jose-CA-95101/cadv/607624?icid=sr79-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-charter-solutions-inc-saint-paul-mn-55101/10112718/a0e0w00001ohnjauan icid sr86-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Charter-Solutions-Inc-Saint-Paul-MN-55101/10112718/a0E0W00001OhNJaUAN?icid=sr86-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-ciber-inc -bellevue-wa-98004/10122753/201815 icid sr28-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Ciber-Inc.-Bellevue-WA-98004/10122753/201815?icid=sr28-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-ciber-inc -seattle-wa-98104/10122753/201523 icid sr21-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Ciber-Inc.-Seattle-WA-98104/10122753/201523?icid=sr21-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-citiustech-denver-co-80202/10482231/datascientistda icid sr97-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CitiusTech-Denver-CO-80202/10482231/DataScientistDA?icid=sr97-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-colaberry-inc -charlotte-nc-28201/90940927/632162 icid sr24-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Colaberry-Inc.-Charlotte-NC-28201/90940927/632162?icid=sr24-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-comcentric-inc -broomfield-co-80021/10116074/648758 icid sr111-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Comcentric-Inc.-Broomfield-CO-80021/10116074/648758?icid=sr111-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-compugain-corporation-rockville-md-20850/rtl61687/18 26 234501950 icid sr134-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CompuGain-Corporation-Rockville-MD-20850/RTL61687/18%26%234501950?icid=sr134-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-comscore-madison-wi-53562/10117623/3667 icid sr22-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-comScore-Madison-WI-53562/10117623/3667?icid=sr22-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-comscore-new-york-ny-10001/10117623/3708 icid sr6-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-comScore-New-York-NY-10001/10117623/3708?icid=sr6-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-consultant-vedainfo-inc -atlanta-ga-30301/10285916/660961 icid sr302-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Consultant-Vedainfo-Inc.-Atlanta-GA-30301/10285916/660961?icid=sr302-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-consultusa-pittsburgh-pa-15222/10119092/11589d icid sr98-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-ConsultUSA-Pittsburgh-PA-15222/10119092/11589D?icid=sr98-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-crossfire-consulting-corp-saint-louis-mo-63134/10117531/18 26 234505047 ld icid sr100-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Crossfire-Consulting-Corp-Saint-Louis-MO-63134/10117531/18%26%234505047_LD?icid=sr100-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-csi- 28consultant-specialists-inc 29-south-san-francisco-ca-94080/10106409/realworlddata icid sr119-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CSI-%28Consultant-Specialists-Inc.%29-South-San-Francisco-CA-94080/10106409/RealWorldData?icid=sr119-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-csi- 28consultant-specialists-inc 29-south-san-francisco-ca-94080/10106409/realworlddata icid sr122-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CSI-%28Consultant-Specialists-Inc.%29-South-San-Francisco-CA-94080/10106409/RealWorldData?icid=sr122-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-alberta-ab-/cybercod/mm18 26 234514757141 icid sr42-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Alberta-AB-/cybercod/MM18%26%234514757141?icid=sr42-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-berkeley-ca-94701/cybercod/sm1 26 234514616911 icid sr41-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Berkeley-CA-94701/cybercod/SM1%26%234514616911?icid=sr41-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-bethesda-md-20810/cybercod/jg8 26 234514855741 icid sr72-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Bethesda-MD-20810/cybercod/JG8%26%234514855741?icid=sr72-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-bethesda-md-20810/cybercod/sw3 26 234514800621 icid sr61-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Bethesda-MD-20810/cybercod/SW3%26%234514800621?icid=sr61-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-clayton-mo-63105/cybercod/rc4 26 234514825181 icid sr64-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Clayton-MO-63105/cybercod/RC4%26%234514825181?icid=sr64-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-columbus-oh-43085/cybercod/sz2 26 234514837701 icid sr75-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Columbus-OH-43085/cybercod/SZ2%26%234514837701?icid=sr75-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-greensboro-nc-27395/cybercod/jw1 26 234514856931 icid sr63-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Greensboro-NC-27395/cybercod/JW1%26%234514856931?icid=sr63-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-irvine-ca-92602/cybercod/am11 26 234514852571 icid sr84-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Irvine-CA-92602/cybercod/AM11%26%234514852571?icid=sr84-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-lake-forest-ca-92630/cybercod/pm7 26 234514628161 icid sr116-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Lake-Forest-CA-92630/cybercod/PM7%26%234514628161?icid=sr116-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-little-rock-ar-72201/cybercod/le1 26 234514852771 icid sr76-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Little-Rock-AR-72201/cybercod/LE1%26%234514852771?icid=sr76-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-los-angeles-ca-90001/cybercod/dl2 26 234514705967 icid sr62-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Los-Angeles-CA-90001/cybercod/DL2%26%234514705967?icid=sr62-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-new-york-ny-10001/cybercod/sz2 26 234514869481 icid sr67-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-New-York-NY-10001/cybercod/SZ2%26%234514869481?icid=sr67-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-newport-beach-ca-92658/cybercod/ng 26 234514609851 icid sr47-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Newport-Beach-CA-92658/cybercod/NG%26%234514609851?icid=sr47-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-palo-alto-ca-94301/cybercod/es1 26 234514875641 icid sr69-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Palo-Alto-CA-94301/cybercod/ES1%26%234514875641?icid=sr69-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-san-francisco-ca-94101/cybercod/am11 26 234514839631 icid sr83-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-San-Francisco-CA-94101/cybercod/AM11%26%234514839631?icid=sr83-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-san-francisco-ca-94101/cybercod/sz2 26 234514604801 icid sr60-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-San-Francisco-CA-94101/cybercod/SZ2%26%234514604801?icid=sr60-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-santa-monica-ca-90401/cybercod/me1 26 234514633821 icid sr68-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Santa-Monica-CA-90401/cybercod/ME1%26%234514633821?icid=sr68-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-west-menlo-park-ca-94025/cybercod/cb10 26 234514821261 icid sr59-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-West-Menlo-Park-CA-94025/cybercod/CB10%26%234514821261?icid=sr59-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-cybercoders-woodland-hills-ca-91364/cybercod/mr 26 234514870391 icid sr82-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-CyberCoders-Woodland-Hills-CA-91364/cybercod/MR%26%234514870391?icid=sr82-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-dataspace-inc -livonia-mi-48150/datami/009 icid sr77-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Dataspace-Inc.-Livonia-MI-48150/datami/009?icid=sr77-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-dst-systems 2c-inc-kansas-city-mo-64101/rtx191607/r237243 icid sr26-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-DST-Systems%2C-Inc-Kansas-City-MO-64101/RTX191607/R237243?icid=sr26-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-e 26 2345zest-solutions 2c-inc -irving-tx-75014/90556710/638835 icid sr29-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-e%26%2345Zest-Solutions%2C-Inc.-Irving-TX-75014/90556710/638835?icid=sr29-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-eliassen-group-atlanta-ga-30328/10444409/635729 icid sr57-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Eliassen-Group-Atlanta-GA-30328/10444409/635729?icid=sr57-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-eliassen-group-rockville-md-20847/cxelisen/311284 icid sr109-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Eliassen-Group-Rockville-MD-20847/cxelisen/311284?icid=sr109-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-emvia-inc-plano-tx-75024/90979540/ 23150484 icid sr53-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-scientist-Emvia-Inc-Plano-TX-75024/90979540/%23150484?icid=sr53-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-encore-consulting-services-springfield 2c-il-62701/10123687/609427 icid sr104-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Encore-Consulting-Services-Springfield%2C-IL-62701/10123687/609427?icid=sr104-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-engility-springfield-va-20598/10365615/185996 icid sr7-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Engility-Springfield-VA-20598/10365615/185996?icid=sr7-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-experis-san-antonio-tx-78205/comsysd/fox 11358355 26 2345930 icid sr49-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Experis-San-Antonio-TX-78205/COMSYSD/FOX_11358355%26%2345930?icid=sr49-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-fahrenheit-it-denver-co-80002/10111360/152305 icid sr88-3p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Fahrenheit-IT-Denver-CO-80002/10111360/152305?icid=sr88-3p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-flexion-inc -chicago-il-60603/compcc/3054 26 2345749 icid sr32-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Flexion-Inc.-Chicago-IL-60603/compcc/3054%26%2345749?icid=sr32-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-flexon-technologies-inc -newtown-square-pa-19073/90891773/632637 icid sr128-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Flexon-Technologies-Inc.-Newtown-Square-PA-19073/90891773/632637?icid=sr128-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-for-a-connected-and-automated-vehicle-r 26d-osi-engineering 2c-inc -southfield-mi-48034/10365912/datascientistmi icid sr307-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-for-a-Connected-and-Automated-Vehicle-R%26D-OSI-Engineering%2C-Inc.-Southfield-MI-48034/10365912/datascientistmi?icid=sr307-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-geneva-consulting-group-new-york-city-ny-10018/geneva/ad8746 icid sr138-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-GENEVA-CONSULTING-GROUP-New-York-City-NY-10018/geneva/AD8746?icid=sr138-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-grid-dynamics-international 2c-inc -atlanta-ga-30301/rtx145791/gd1976 icid sr25-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Grid-Dynamics-International%2C-Inc.-Atlanta-GA-30301/RTX145791/GD1976?icid=sr25-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-grid-dynamics-international 2c-inc -milpitas-ca-95035/rtx145791/gd1920 icid sr5-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-Grid-Dynamics-International%2C-Inc.-Milpitas-CA-95035/RTX145791/GD1920?icid=sr5-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-gspann-technologies-san-francisco-ca-94102/10200091/030918 icid sr143-5p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-GSPANN-Technologies-San-Francisco-CA-94102/10200091/030918?icid=sr143-5p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-gsrinc-san-francisco-ca-94105/gsr/pm062617 icid sr106-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-GSRINC-San-Francisco-CA-94105/gsr/PM062617?icid=sr106-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-htc-global-services 2c-inc -charlotte-nc-28262/10122753b/601456 icid sr102-4p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-HTC-Global-Services%2C-Inc.-Charlotte-NC-28262/10122753b/601456?icid=sr102-4p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-htc-global-services 2c-inc -matthews-nc-28105/10122753b/nncpython icid sr45-2p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-HTC-Global-Services%2C-Inc.-Matthews-NC-28105/10122753b/NNCPython?icid=sr45-2p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-i-csi- 28consultant-specialists-inc 29-south-san-francisco-ca-94080/10106409/datascientist icid sr255-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-I-CSI-%28Consultant-Specialists-Inc.%29-South-San-Francisco-CA-94080/10106409/DataScientist?icid=sr255-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-i-csx-technology-jacksonville-fl-32099/csxmd001/044996 26tz 3dgmt 26 234505 26 23373a00 icid sr171-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-I-CSX-Technology-Jacksonville-FL-32099/csxmd001/044996%26tz%3DGMT%26%234505%26%23373A00?icid=sr171-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-ibg 2c-llc-budapest--/10340106/1830 icid sr27-1p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-IBG%2C-LLC-Budapest--/10340106/1830?icid=sr27-1p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/data-scientist-iii-the-judge-group-rancho-cordova-ca-95655/cxjudgpa/585653 icid sr225-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Data-Scientist-III-The-Judge-Group-Rancho-Cordova-CA-95655/cxjudgpa/585653?icid=sr225-8p&q=%22Data+Scientist%22&l=,False
